# Energy(GeV) Height(cm) Zenith(deg) Weights
1.122018e+04 1.018278e+07 80.000000 8.610604e-19
1.412538e+04 1.018278e+07 80.000000 3.751281e-19
1.778279e+04 1.018278e+07 80.000000 1.632754e-19
2.238721e+04 1.018278e+07 80.000000 7.095533e-20
2.818383e+04 1.018278e+07 80.000000 3.077776e-20
3.548134e+04 1.018278e+07 80.000000 1.332175e-20
4.466836e+04 1.018278e+07 80.000000 5.753079e-21
5.623413e+04 1.018278e+07 80.000000 2.477506e-21
7.079458e+04 1.018278e+07 80.000000 1.064324e-21
8.912509e+04 1.018278e+07 80.000000 4.558102e-22
1.122018e+05 1.018278e+07 80.000000 1.945289e-22
1.412538e+05 1.018278e+07 80.000000 8.260707e-23
1.778279e+05 1.018278e+07 80.000000 3.495690e-23
2.238721e+05 1.018278e+07 80.000000 1.473853e-23
2.818383e+05 1.018278e+07 80.000000 6.190669e-24
3.548134e+05 1.018278e+07 80.000000 2.592796e-24
4.466836e+05 1.018278e+07 80.000000 1.081568e-24
5.623413e+05 1.018278e+07 80.000000 4.502102e-25
7.079458e+05 1.018278e+07 80.000000 1.871556e-25
8.912509e+05 1.018278e+07 80.000000 7.800690e-26
1.122018e+06 1.018278e+07 80.000000 3.268328e-26
1.412538e+06 1.018278e+07 80.000000 1.381698e-26
1.778279e+06 1.018278e+07 80.000000 5.930629e-27
2.238721e+06 1.018278e+07 80.000000 2.594741e-27
2.818383e+06 1.018278e+07 80.000000 1.157812e-27
3.548134e+06 1.018278e+07 80.000000 5.275659e-28
4.466836e+06 1.018278e+07 80.000000 2.450280e-28
5.623413e+06 1.018278e+07 80.000000 1.157662e-28
7.079458e+06 1.018278e+07 80.000000 5.534190e-29
8.912509e+06 1.018278e+07 80.000000 2.678716e-29
1.122018e+03 9.644719e+06 80.000000 6.197813e-15
1.412538e+03 9.644719e+06 80.000000 2.870516e-15
1.778279e+03 9.644719e+06 80.000000 1.315826e-15
2.238721e+03 9.644719e+06 80.000000 5.974158e-16
2.818383e+03 9.644719e+06 80.000000 2.688793e-16
3.548134e+03 9.644719e+06 80.000000 1.201170e-16
4.466836e+03 9.644719e+06 80.000000 5.336400e-17
5.623413e+03 9.644719e+06 80.000000 2.359568e-17
7.079458e+03 9.644719e+06 80.000000 1.038791e-17
8.912509e+03 9.644719e+06 80.000000 4.561021e-18
1.122018e+04 9.644719e+06 80.000000 1.997059e-18
1.412538e+04 9.644719e+06 80.000000 8.729130e-19
1.778279e+04 9.644719e+06 80.000000 3.809647e-19
2.238721e+04 9.644719e+06 80.000000 1.659125e-19
2.818383e+04 9.644719e+06 80.000000 7.208270e-20
3.548134e+04 9.644719e+06 80.000000 3.123471e-20
4.466836e+04 9.644719e+06 80.000000 1.349745e-20
5.623413e+04 9.644719e+06 80.000000 5.813383e-21
7.079458e+04 9.644719e+06 80.000000 2.496512e-21
8.912509e+04 9.644719e+06 80.000000 1.068202e-21
1.122018e+05 9.644719e+06 80.000000 4.552149e-22
1.412538e+05 9.644719e+06 80.000000 1.928948e-22
1.778279e+05 9.644719e+06 80.000000 8.139244e-23
2.238721e+05 9.644719e+06 80.000000 3.419251e-23
2.818383e+05 9.644719e+06 80.000000 1.429733e-23
3.548134e+05 9.644719e+06 80.000000 5.955134e-24
4.466836e+05 9.644719e+06 80.000000 2.468069e-24
5.623413e+05 9.644719e+06 80.000000 1.019500e-24
7.079458e+05 9.644719e+06 80.000000 4.200135e-25
8.912509e+05 9.644719e+06 80.000000 1.732285e-25
1.122018e+06 9.644719e+06 80.000000 7.171278e-26
1.412538e+06 9.644719e+06 80.000000 2.991482e-26
1.778279e+06 9.644719e+06 80.000000 1.265590e-26
2.238721e+06 9.644719e+06 80.000000 5.453290e-27
2.818383e+06 9.644719e+06 80.000000 2.395952e-27
3.548134e+06 9.644719e+06 80.000000 1.075294e-27
4.466836e+06 9.644719e+06 80.000000 4.923208e-28
5.623413e+06 9.644719e+06 80.000000 2.295569e-28
7.079458e+06 9.644719e+06 80.000000 1.084457e-28
8.912509e+06 9.644719e+06 80.000000 5.193891e-29
1.122018e+03 9.113709e+06 80.000000 1.275015e-14
1.412538e+03 9.113709e+06 80.000000 5.937645e-15
1.778279e+03 9.113709e+06 80.000000 2.734820e-15
2.238721e+03 9.113709e+06 80.000000 1.246840e-15
2.818383e+03 9.113709e+06 80.000000 5.632273e-16
3.548134e+03 9.113709e+06 80.000000 2.524447e-16
4.466836e+03 9.113709e+06 80.000000 1.124915e-16
5.623413e+03 9.113709e+06 80.000000 4.987791e-17
7.079458e+03 9.113709e+06 80.000000 2.201438e-17
8.912509e+03 9.113709e+06 80.000000 9.688026e-18
1.122018e+04 9.113709e+06 80.000000 4.250558e-18
1.412538e+04 9.113709e+06 80.000000 1.861224e-18
1.778279e+04 9.113709e+06 80.000000 8.135308e-19
2.238721e+04 9.113709e+06 80.000000 3.547520e-19
2.818383e+04 9.113709e+06 80.000000 1.542882e-19
3.548134e+04 9.113709e+06 80.000000 6.691180e-20
4.466836e+04 9.113709e+06 80.000000 2.893309e-20
5.623413e+04 9.113709e+06 80.000000 1.246712e-20
7.079458e+04 9.113709e+06 80.000000 5.355309e-21
8.912509e+04 9.113709e+06 80.000000 2.291597e-21
1.122018e+05 9.113709e+06 80.000000 9.764667e-22
1.412538e+05 9.113709e+06 80.000000 4.136498e-22
1.778279e+05 9.113709e+06 80.000000 1.744523e-22
2.238721e+05 9.113709e+06 80.000000 7.323363e-23
2.818383e+05 9.113709e+06 80.000000 3.059212e-23
3.548134e+05 9.113709e+06 80.000000 1.272604e-23
4.466836e+05 9.113709e+06 80.000000 5.265960e-24
5.623413e+05 9.113709e+06 80.000000 2.171079e-24
7.079458e+05 9.113709e+06 80.000000 8.923843e-25
8.912509e+05 9.113709e+06 80.000000 3.670468e-25
1.122018e+06 9.113709e+06 80.000000 1.514716e-25
1.412538e+06 9.113709e+06 80.000000 6.296345e-26
1.778279e+06 9.113709e+06 80.000000 2.653505e-26
2.238721e+06 9.113709e+06 80.000000 1.138693e-26
2.818383e+06 9.113709e+06 80.000000 4.982115e-27
3.548134e+06 9.113709e+06 80.000000 2.226787e-27
4.466836e+06 9.113709e+06 80.000000 1.015579e-27
5.623413e+06 9.113709e+06 80.000000 4.718543e-28
7.079458e+06 9.113709e+06 80.000000 2.221989e-28
8.912509e+06 9.113709e+06 80.000000 1.061144e-28
1.122018e+03 8.589768e+06 80.000000 2.579103e-14
1.412538e+03 8.589768e+06 80.000000 1.204398e-14
1.778279e+03 8.589768e+06 80.000000 5.561477e-15
2.238721e+03 8.589768e+06 80.000000 2.541293e-15
2.818383e+03 8.589768e+06 80.000000 1.150247e-15
3.548134e+03 8.589768e+06 80.000000 5.164611e-16
4.466836e+03 8.589768e+06 80.000000 2.305024e-16
5.623413e+03 8.589768e+06 80.000000 1.023502e-16
7.079458e+03 8.589768e+06 80.000000 4.523363e-17
8.912509e+03 8.589768e+06 80.000000 1.993039e-17
1.122018e+04 8.589768e+06 80.000000 8.753903e-18
1.412538e+04 8.589768e+06 80.000000 3.836882e-18
1.778279e+04 8.589768e+06 80.000000 1.678510e-18
2.238721e+04 8.589768e+06 80.000000 7.324719e-19
2.818383e+04 8.589768e+06 80.000000 3.187584e-19
3.548134e+04 8.589768e+06 80.000000 1.383070e-19
4.466836e+04 8.589768e+06 80.000000 5.982764e-20
5.623413e+04 8.589768e+06 80.000000 2.578652e-20
7.079458e+04 8.589768e+06 80.000000 1.107860e-20
8.912509e+04 8.589768e+06 80.000000 4.740968e-21
1.122018e+05 8.589768e+06 80.000000 2.020083e-21
1.412538e+05 8.589768e+06 80.000000 8.556190e-22
1.778279e+05 8.589768e+06 80.000000 3.607530e-22
2.238721e+05 8.589768e+06 80.000000 1.513839e-22
2.818383e+05 8.589768e+06 80.000000 6.320571e-23
3.548134e+05 8.589768e+06 80.000000 2.627542e-23
4.466836e+05 8.589768e+06 80.000000 1.086361e-23
5.623413e+05 8.589768e+06 80.000000 4.474336e-24
7.079458e+05 8.589768e+06 80.000000 1.836820e-24
8.912509e+05 8.589768e+06 80.000000 7.543809e-25
1.122018e+06 8.589768e+06 80.000000 3.107782e-25
1.412538e+06 8.589768e+06 80.000000 1.289320e-25
1.778279e+06 8.589768e+06 80.000000 5.422006e-26
2.238721e+06 8.589768e+06 80.000000 2.321401e-26
2.818383e+06 8.589768e+06 80.000000 1.013298e-26
3.548134e+06 8.589768e+06 80.000000 4.518491e-27
4.466836e+06 8.589768e+06 80.000000 2.056245e-27
5.623413e+06 8.589768e+06 80.000000 9.534455e-28
7.079458e+06 8.589768e+06 80.000000 4.481838e-28
8.912509e+06 8.589768e+06 80.000000 2.137025e-28
1.122018e+03 8.072915e+06 80.000000 5.155047e-14
1.412538e+03 8.072915e+06 80.000000 2.410986e-14
1.778279e+03 8.072915e+06 80.000000 1.114934e-14
2.238721e+03 8.072915e+06 80.000000 5.101490e-15
2.818383e+03 8.072915e+06 80.000000 2.311830e-15
3.548134e+03 8.072915e+06 80.000000 1.039120e-15
4.466836e+03 8.072915e+06 80.000000 4.642101e-16
5.623413e+03 8.072915e+06 80.000000 2.062994e-16
7.079458e+03 8.072915e+06 80.000000 9.124472e-17
8.912509e+03 8.072915e+06 80.000000 4.023182e-17
1.122018e+04 8.072915e+06 80.000000 1.768212e-17
1.412538e+04 8.072915e+06 80.000000 7.754647e-18
1.778279e+04 8.072915e+06 80.000000 3.394130e-18
2.238721e+04 8.072915e+06 80.000000 1.481786e-18
2.818383e+04 8.072915e+06 80.000000 6.450826e-19
3.548134e+04 8.072915e+06 80.000000 2.799800e-19
4.466836e+04 8.072915e+06 80.000000 1.211394e-19
5.623413e+04 8.072915e+06 80.000000 5.222139e-20
7.079458e+04 8.072915e+06 80.000000 2.243802e-20
8.912509e+04 8.072915e+06 80.000000 9.602460e-21
1.122018e+05 8.072915e+06 80.000000 4.091398e-21
1.412538e+05 8.072915e+06 80.000000 1.732764e-21
1.778279e+05 8.072915e+06 80.000000 7.304549e-22
2.238721e+05 8.072915e+06 80.000000 3.064475e-22
2.818383e+05 8.072915e+06 80.000000 1.279052e-22
3.548134e+05 8.072915e+06 80.000000 5.314894e-23
4.466836e+05 8.072915e+06 80.000000 2.196285e-23
5.623413e+05 8.072915e+06 80.000000 9.039833e-24
7.079458e+05 8.072915e+06 80.000000 3.708129e-24
8.912509e+05 8.072915e+06 80.000000 1.521477e-24
1.122018e+06 8.072915e+06 80.000000 6.260998e-25
1.412538e+06 8.072915e+06 80.000000 2.594225e-25
1.778279e+06 8.072915e+06 80.000000 1.089440e-25
2.238721e+06 8.072915e+06 80.000000 4.657432e-26
2.818383e+06 8.072915e+06 80.000000 2.029873e-26
3.548134e+06 8.072915e+06 80.000000 9.037893e-27
4.466836e+06 8.072915e+06 80.000000 4.107011e-27
5.623413e+06 8.072915e+06 80.000000 1.901855e-27
7.079458e+06 8.072915e+06 80.000000 8.929665e-28
8.912509e+06 8.072915e+06 80.000000 4.253550e-28
1.122018e+03 7.563167e+06 80.000000 1.020039e-13
1.412538e+03 7.563167e+06 80.000000 4.775283e-14
1.778279e+03 7.563167e+06 80.000000 2.210351e-14
2.238721e+03 7.563167e+06 80.000000 1.012256e-14
2.818383e+03 7.563167e+06 80.000000 4.590882e-15
3.548134e+03 7.563167e+06 80.000000 2.064985e-15
4.466836e+03 7.563167e+06 80.000000 9.230849e-16
5.623413e+03 7.563167e+06 80.000000 4.104608e-16
7.079458e+03 7.563167e+06 80.000000 1.816366e-16
8.912509e+03 7.563167e+06 80.000000 8.012458e-17
1.122018e+04 7.563167e+06 80.000000 3.522987e-17
1.412538e+04 7.563167e+06 80.000000 1.545612e-17
1.778279e+04 7.563167e+06 80.000000 6.767203e-18
2.238721e+04 7.563167e+06 80.000000 2.955209e-18
2.818383e+04 7.563167e+06 80.000000 1.286827e-18
3.548134e+04 7.563167e+06 80.000000 5.586161e-19
4.466836e+04 7.563167e+06 80.000000 2.417322e-19
5.623413e+04 7.563167e+06 80.000000 1.042175e-19
7.079458e+04 7.563167e+06 80.000000 4.478168e-20
8.912509e+04 7.563167e+06 80.000000 1.916471e-20
1.122018e+05 7.563167e+06 80.000000 8.165353e-21
1.412538e+05 7.563167e+06 80.000000 3.457835e-21
1.778279e+05 7.563167e+06 80.000000 1.457459e-21
2.238721e+05 7.563167e+06 80.000000 6.113276e-22
2.818383e+05 7.563167e+06 80.000000 2.550904e-22
3.548134e+05 7.563167e+06 80.000000 1.059638e-22
4.466836e+05 7.563167e+06 80.000000 4.377003e-23
5.623413e+05 7.563167e+06 80.000000 1.800674e-23
7.079458e+05 7.563167e+06 80.000000 7.381966e-24
8.912509e+05 7.563167e+06 80.000000 3.026728e-24
1.122018e+06 7.563167e+06 80.000000 1.244489e-24
1.412538e+06 7.563167e+06 80.000000 5.151648e-25
1.778279e+06 7.563167e+06 80.000000 2.161171e-25
2.238721e+06 7.563167e+06 80.000000 9.228828e-26
2.818383e+06 7.563167e+06 80.000000 4.017622e-26
3.548134e+06 7.563167e+06 80.000000 1.786784e-26
4.466836e+06 7.563167e+06 80.000000 8.110756e-27
5.623413e+06 7.563167e+06 80.000000 3.752190e-27
7.079458e+06 7.563167e+06 80.000000 1.760218e-27
8.912509e+06 7.563167e+06 80.000000 8.378338e-28
1.122018e+03 7.060540e+06 80.000000 1.999267e-13
1.412538e+03 7.060540e+06 80.000000 9.366355e-14
1.778279e+03 7.060540e+06 80.000000 4.338458e-14
2.238721e+03 7.060540e+06 80.000000 1.988135e-14
2.818383e+03 7.060540e+06 80.000000 9.022134e-15
3.548134e+03 7.060540e+06 80.000000 4.060333e-15
4.466836e+03 7.060540e+06 80.000000 1.815904e-15
5.623413e+03 7.060540e+06 80.000000 8.078053e-16
7.079458e+03 7.060540e+06 80.000000 3.576041e-16
8.912509e+03 7.060540e+06 80.000000 1.578015e-16
1.122018e+04 7.060540e+06 80.000000 6.940435e-17
1.412538e+04 7.060540e+06 80.000000 3.045730e-17
1.778279e+04 7.060540e+06 80.000000 1.333830e-17
2.238721e+04 7.060540e+06 80.000000 5.825916e-18
2.818383e+04 7.060540e+06 80.000000 2.537266e-18
3.548134e+04 7.060540e+06 80.000000 1.101575e-18
4.466836e+04 7.060540e+06 80.000000 4.767325e-19
5.623413e+04 7.060540e+06 80.000000 2.055444e-19
7.079458e+04 7.060540e+06 80.000000 8.832328e-20
8.912509e+04 7.060540e+06 80.000000 3.779819e-20
1.122018e+05 7.060540e+06 80.000000 1.610354e-20
1.412538e+05 7.060540e+06 80.000000 6.818847e-21
1.778279e+05 7.060540e+06 80.000000 2.873718e-21
2.238721e+05 7.060540e+06 80.000000 1.205158e-21
2.818383e+05 7.060540e+06 80.000000 5.027639e-22
3.548134e+05 7.060540e+06 80.000000 2.087860e-22
4.466836e+05 7.060540e+06 80.000000 8.621222e-23
5.623413e+05 7.060540e+06 80.000000 3.545227e-23
7.079458e+05 7.060540e+06 80.000000 1.452650e-23
8.912509e+05 7.060540e+06 80.000000 5.952506e-24
1.122018e+06 7.060540e+06 80.000000 2.445749e-24
1.412538e+06 7.060540e+06 80.000000 1.011627e-24
1.778279e+06 7.060540e+06 80.000000 4.240140e-25
2.238721e+06 7.060540e+06 80.000000 1.808945e-25
2.818383e+06 7.060540e+06 80.000000 7.867270e-26
3.548134e+06 7.060540e+06 80.000000 3.495473e-26
4.466836e+06 7.060540e+06 80.000000 1.585246e-26
5.623413e+06 7.060540e+06 80.000000 7.327513e-27
7.079458e+06 7.060540e+06 80.000000 3.434946e-27
8.912509e+06 7.060540e+06 80.000000 1.633946e-27
1.122018e+03 6.565051e+06 80.000000 3.881613e-13
1.412538e+03 6.565051e+06 80.000000 1.819643e-13
1.778279e+03 6.565051e+06 80.000000 8.433468e-14
2.238721e+03 6.565051e+06 80.000000 3.866791e-14
2.818383e+03 6.565051e+06 80.000000 1.755604e-14
3.548134e+03 6.565051e+06 80.000000 7.904419e-15
4.466836e+03 6.565051e+06 80.000000 3.536480e-15
5.623413e+03 6.565051e+06 80.000000 1.573751e-15
7.079458e+03 6.565051e+06 80.000000 6.968918e-16
8.912509e+03 6.565051e+06 80.000000 3.076042e-16
1.122018e+04 6.565051e+06 80.000000 1.353228e-16
1.412538e+04 6.565051e+06 80.000000 5.939716e-17
1.778279e+04 6.565051e+06 80.000000 2.601665e-17
2.238721e+04 6.565051e+06 80.000000 1.136525e-17
2.818383e+04 6.565051e+06 80.000000 4.950292e-18
3.548134e+04 6.565051e+06 80.000000 2.149394e-18
4.466836e+04 6.565051e+06 80.000000 9.302540e-19
5.623413e+04 6.565051e+06 80.000000 4.010922e-19
7.079458e+04 6.565051e+06 80.000000 1.723503e-19
8.912509e+04 6.565051e+06 80.000000 7.375518e-20
1.122018e+05 6.565051e+06 80.000000 3.142054e-20
1.412538e+05 6.565051e+06 80.000000 1.330326e-20
1.778279e+05 6.565051e+06 80.000000 5.605692e-21
2.238721e+05 6.565051e+06 80.000000 2.350443e-21
2.818383e+05 6.565051e+06 80.000000 9.803260e-22
3.548134e+05 6.565051e+06 80.000000 4.069918e-22
4.466836e+05 6.565051e+06 80.000000 1.679994e-22
5.623413e+05 6.565051e+06 80.000000 6.905735e-23
7.079458e+05 6.565051e+06 80.000000 2.828274e-23
8.912509e+05 6.565051e+06 80.000000 1.158286e-23
1.122018e+06 6.565051e+06 80.000000 4.756035e-24
1.412538e+06 6.565051e+06 80.000000 1.965776e-24
1.778279e+06 6.565051e+06 80.000000 8.232656e-25
2.238721e+06 6.565051e+06 80.000000 3.509175e-25
2.818383e+06 6.565051e+06 80.000000 1.524798e-25
3.548134e+06 6.565051e+06 80.000000 6.768696e-26
4.466836e+06 6.565051e+06 80.000000 3.067092e-26
5.623413e+06 6.565051e+06 80.000000 1.416609e-26
7.079458e+06 6.565051e+06 80.000000 6.636188e-27
8.912509e+06 6.565051e+06 80.000000 3.154882e-27
1.122018e+03 6.076717e+06 80.000000 7.463075e-13
1.412538e+03 6.076717e+06 80.000000 3.500648e-13
1.778279e+03 6.076717e+06 80.000000 1.623313e-13
2.238721e+03 6.076717e+06 80.000000 7.446602e-14
2.818383e+03 6.076717e+06 80.000000 3.382391e-14
3.548134e+03 6.076717e+06 80.000000 1.523480e-14
4.466836e+03 6.076717e+06 80.000000 6.818487e-15
5.623413e+03 6.076717e+06 80.000000 3.035188e-15
7.079458e+03 6.076717e+06 80.000000 1.344409e-15
8.912509e+03 6.076717e+06 80.000000 5.935533e-16
1.122018e+04 6.076717e+06 80.000000 2.611714e-16
1.412538e+04 6.076717e+06 80.000000 1.146554e-16
1.778279e+04 6.076717e+06 80.000000 5.022748e-17
2.238721e+04 6.076717e+06 80.000000 2.194409e-17
2.818383e+04 6.076717e+06 80.000000 9.558841e-18
3.548134e+04 6.076717e+06 80.000000 4.150629e-18
4.466836e+04 6.076717e+06 80.000000 1.796432e-18
5.623413e+04 6.076717e+06 80.000000 7.745556e-19
7.079458e+04 6.076717e+06 80.000000 3.328182e-19
8.912509e+04 6.076717e+06 80.000000 1.424166e-19
1.122018e+05 6.076717e+06 80.000000 6.066549e-20
1.412538e+05 6.076717e+06 80.000000 2.568212e-20
1.778279e+05 6.076717e+06 80.000000 1.082008e-20
2.238721e+05 6.076717e+06 80.000000 4.535901e-21
2.818383e+05 6.076717e+06 80.000000 1.891374e-21
3.548134e+05 6.076717e+06 80.000000 7.849894e-22
4.466836e+05 6.076717e+06 80.000000 3.239187e-22
5.623413e+05 6.076717e+06 80.000000 1.330954e-22
7.079458e+05 6.076717e+06 80.000000 5.448402e-23
8.912509e+05 6.076717e+06 80.000000 2.230090e-23
1.122018e+06 6.076717e+06 80.000000 9.151111e-24
1.412538e+06 6.076717e+06 80.000000 3.779638e-24
1.778279e+06 6.076717e+06 80.000000 1.581653e-24
2.238721e+06 6.076717e+06 80.000000 6.736061e-25
2.818383e+06 6.076717e+06 80.000000 2.924365e-25
3.548134e+06 6.076717e+06 80.000000 1.297013e-25
4.466836e+06 6.076717e+06 80.000000 5.872261e-26
5.623413e+06 6.076717e+06 80.000000 2.710184e-26
7.079458e+06 6.076717e+06 80.000000 1.268756e-26
8.912509e+06 6.076717e+06 80.000000 6.028284e-27
1.122018e+03 5.595553e+06 80.000000 1.420079e-12
1.412538e+03 5.595553e+06 80.000000 6.664869e-13
1.778279e+03 5.595553e+06 80.000000 3.092210e-13
2.238721e+03 5.595553e+06 80.000000 1.419135e-13
2.818383e+03 5.595553e+06 80.000000 6.448614e-14
3.548134e+03 5.595553e+06 80.000000 2.905603e-14
4.466836e+03 5.595553e+06 80.000000 1.300843e-14
5.623413e+03 5.595553e+06 80.000000 5.792182e-15
7.079458e+03 5.595553e+06 80.000000 2.566209e-15
8.912509e+03 5.595553e+06 80.000000 1.133206e-15
1.122018e+04 5.595553e+06 80.000000 4.987105e-16
1.412538e+04 5.595553e+06 80.000000 2.189666e-16
1.778279e+04 5.595553e+06 80.000000 9.593370e-17
2.238721e+04 5.595553e+06 80.000000 4.191611e-17
2.818383e+04 5.595553e+06 80.000000 1.825952e-17
3.548134e+04 5.595553e+06 80.000000 7.928760e-18
4.466836e+04 5.595553e+06 80.000000 3.431604e-18
5.623413e+04 5.595553e+06 80.000000 1.479521e-18
7.079458e+04 5.595553e+06 80.000000 6.356896e-19
8.912509e+04 5.595553e+06 80.000000 2.719909e-19
1.122018e+05 5.595553e+06 80.000000 1.158450e-19
1.412538e+05 5.595553e+06 80.000000 4.903351e-20
1.778279e+05 5.595553e+06 80.000000 2.065394e-20
2.238721e+05 5.595553e+06 80.000000 8.656251e-21
2.818383e+05 5.595553e+06 80.000000 3.608434e-21
3.548134e+05 5.595553e+06 80.000000 1.497127e-21
4.466836e+05 5.595553e+06 80.000000 6.175397e-22
5.623413e+05 5.595553e+06 80.000000 2.536313e-22
7.079458e+05 5.595553e+06 80.000000 1.037751e-22
8.912509e+05 5.595553e+06 80.000000 4.245173e-23
1.122018e+06 5.595553e+06 80.000000 1.740851e-23
1.412538e+06 5.595553e+06 80.000000 7.184883e-24
1.778279e+06 5.595553e+06 80.000000 3.004215e-24
2.238721e+06 5.595553e+06 80.000000 1.278354e-24
2.818383e+06 5.595553e+06 80.000000 5.544863e-25
3.548134e+06 5.595553e+06 80.000000 2.457077e-25
4.466836e+06 5.595553e+06 80.000000 1.111510e-25
5.623413e+06 5.595553e+06 80.000000 5.125905e-26
7.079458e+06 5.595553e+06 80.000000 2.398027e-26
8.912509e+06 5.595553e+06 80.000000 1.138712e-26
