# Energy(GeV) Height(cm) Zenith(deg) Weights
4.466836e+03 4.215640e+06 85.000000 1.207777e-13
5.623413e+03 4.215640e+06 85.000000 5.421978e-14
7.079458e+03 4.215640e+06 85.000000 2.418959e-14
8.912509e+03 4.215640e+06 85.000000 1.074433e-14
1.122018e+04 4.215640e+06 85.000000 4.750874e-15
1.412538e+04 4.215640e+06 85.000000 2.093735e-15
1.778279e+04 4.215640e+06 85.000000 9.198033e-16
2.238721e+04 4.215640e+06 85.000000 4.025985e-16
2.818383e+04 4.215640e+06 85.000000 1.755167e-16
3.548134e+04 4.215640e+06 85.000000 7.620155e-17
4.466836e+04 4.215640e+06 85.000000 3.294555e-17
5.623413e+04 4.215640e+06 85.000000 1.417669e-17
7.079458e+04 4.215640e+06 85.000000 6.073874e-18
8.912509e+04 4.215640e+06 85.000000 2.589082e-18
1.122018e+05 4.215640e+06 85.000000 1.097580e-18
1.412538e+05 4.215640e+06 85.000000 4.619591e-19
1.778279e+05 4.215640e+06 85.000000 1.932923e-19
2.238721e+05 4.215640e+06 85.000000 8.038935e-20
2.818383e+05 4.215640e+06 85.000000 3.321560e-20
3.548134e+05 4.215640e+06 85.000000 1.364229e-20
4.466836e+05 4.215640e+06 85.000000 5.564357e-21
5.623413e+05 4.215640e+06 85.000000 2.257102e-21
7.079458e+05 4.215640e+06 85.000000 9.107039e-22
8.912509e+05 4.215640e+06 85.000000 3.666022e-22
1.122018e+06 4.215640e+06 85.000000 1.476116e-22
1.412538e+06 4.215640e+06 85.000000 5.968600e-23
1.778279e+06 4.215640e+06 85.000000 2.439378e-23
2.238721e+06 4.215640e+06 85.000000 1.012499e-23
2.818383e+06 4.215640e+06 85.000000 4.277977e-24
3.548134e+06 4.215640e+06 85.000000 1.845409e-24
4.466836e+06 4.215640e+06 85.000000 8.130682e-25
5.623413e+06 4.215640e+06 85.000000 3.657004e-25
7.079458e+06 4.215640e+06 85.000000 1.672273e-25
8.912509e+06 4.215640e+06 85.000000 7.779804e-26
1.122018e+03 3.646015e+06 85.000000 2.259057e-11
1.412538e+03 3.646015e+06 85.000000 1.078452e-11
1.778279e+03 3.646015e+06 85.000000 5.079993e-12
2.238721e+03 3.646015e+06 85.000000 2.362534e-12
2.818383e+03 3.646015e+06 85.000000 1.085960e-12
3.548134e+03 3.646015e+06 85.000000 4.941610e-13
4.466836e+03 3.646015e+06 85.000000 2.230587e-13
5.623413e+03 3.646015e+06 85.000000 9.998372e-14
7.079458e+03 3.646015e+06 85.000000 4.453023e-14
8.912509e+03 3.646015e+06 85.000000 1.974164e-14
1.122018e+04 3.646015e+06 85.000000 8.710538e-15
1.412538e+04 3.646015e+06 85.000000 3.829680e-15
1.778279e+04 3.646015e+06 85.000000 1.678011e-15
2.238721e+04 3.646015e+06 85.000000 7.323783e-16
2.818383e+04 3.646015e+06 85.000000 3.182887e-16
3.548134e+04 3.646015e+06 85.000000 1.377180e-16
4.466836e+04 3.646015e+06 85.000000 5.932496e-17
5.623413e+04 3.646015e+06 85.000000 2.542896e-17
7.079458e+04 3.646015e+06 85.000000 1.085008e-17
8.912509e+04 3.646015e+06 85.000000 4.604995e-18
1.122018e+05 3.646015e+06 85.000000 1.943310e-18
1.412538e+05 3.646015e+06 85.000000 8.140818e-19
1.778279e+05 3.646015e+06 85.000000 3.389792e-19
2.238721e+05 3.646015e+06 85.000000 1.402811e-19
2.818383e+05 3.646015e+06 85.000000 5.767160e-20
3.548134e+05 3.646015e+06 85.000000 2.356933e-20
4.466836e+05 3.646015e+06 85.000000 9.568477e-21
5.623413e+05 3.646015e+06 85.000000 3.865443e-21
7.079458e+05 3.646015e+06 85.000000 1.554156e-21
8.912509e+05 3.646015e+06 85.000000 6.236297e-22
1.122018e+06 3.646015e+06 85.000000 2.503993e-22
1.412538e+06 3.646015e+06 85.000000 1.010060e-22
1.778279e+06 3.646015e+06 85.000000 4.119437e-23
2.238721e+06 3.646015e+06 85.000000 1.706613e-23
2.818383e+06 3.646015e+06 85.000000 7.198055e-24
3.548134e+06 3.646015e+06 85.000000 3.099637e-24
4.466836e+06 3.646015e+06 85.000000 1.363248e-24
